x,y
0.730519863614471,0.08825840967622589
0.4889045498516358,0.461837214623537
0.4485983912283127,0.6977123432245299
0.2777673057578094,0.7599608278137966
0.21924450192488787,0.9204140116502296
0.886055787176944,0.22200160212508913
0.8838785592364334,0.43946558709097283
0.3928764411717487,0.9947320023919717
0.8815007984632135,0.2831489393823492
0.24782537013522343,0.5935642792213479
0.5118487849556497,0.07720751395148084
0.04016027357410157,0.6830675875686567
0.4507340710434795,0.35455214569387994
0.30184384396433117,0.1254340129235555
0.34974192962265227,0.6923181656954707
0.20252173727045153,0.034107034238993084
0.19329799950924675,0.2323350607549628
0.038442914792698124,0.684042959890925
0.5831768198762466,0.833451923245626
0.6175259024269331,0.6505844191198323
0.2738463993573611,0.7027954230981913
0.9992193245362517,0.47568249867878576
0.09161461517943359,0.8579193921814031
0.5605012223170509,0.49321149176687173
0.8363621386637563,0.18293785402210205
0.02830595704678196,0.18437897877866116
0.8867181596394772,0.15911689077631885
0.9438636522158677,0.5797409726073526
0.007854575960703936,0.5740323579218652
0.005881941522663525,0.7760899217184082
0.2956452209008489,0.6432844417269239
0.8771953333093145,0.5944913841771562
0.2817565875158159,0.014892128524887638
0.3334526884531128,0.770002569221512
0.9713071930634771,0.06887358980917002
0.08260880855476882,0.8341143140462319
0.9880526883220703,0.7731517765134183
0.19043113981915427,0.027715410551212072
0.06162442707151272,0.11180640122548935
0.8099282328926535,0.16538587590893594
