x,y
0.8071693226997464,0.7628274255670934
0.8315516531102123,0.36108463619261677
0.11980923653381725,0.269906855119586
0.14621859689926842,0.9208031108610201
0.5346584786422531,0.42643957624067574
0.44464752520802264,0.5095160680420984
0.587708092598672,0.9697856924496144
0.8641945529404769,0.9077669388776568
0.5537062307979554,0.9699804901837272
0.33832373215897027,0.2874843418937697
0.9342341079979799,0.4894603871821611
0.20403963194845942,0.9571328420984964
0.722497075647343,0.18900671844598949
0.479055674819712,0.953060257470784
0.7809211823224256,0.5599909399192553
0.23316755163986713,0.6869102864371123
0.6334655222066145,0.37413878714553095
0.647245662859383,0.09822784082326208
0.5966308713899635,0.7594132259760502
0.6784565756609409,0.40689247290276465
0.4514661519943062,0.034248433275437584
0.7317680984665974,0.6117719672853605
0.7934433751208417,0.062250918396367094
0.37548834880644644,0.33999752200938504
0.7878933955252057,0.4256154262778473
0.9325345632533233,0.5155183058801248
0.3057639079472063,0.15788727833948646
0.7293221752485707,0.5861022132731363
0.31778224651875586,0.12533468853607022
0.8906104626078344,0.7247063663094149
0.9846755704990118,0.4010779748864115
0.8313364852975972,0.5041497333507358
0.09692112383329032,0.13725519162005106
0.01541381259063046,0.03327716354838528
0.3895701281553158,0.5078863980623429
0.1266682564648296,0.43831259207280215
0.7860083481824627,0.26873191513062145
0.5285281440004962,0.8748567207660671
0.8090878226532615,0.36032247066139456
0.7767817990734527,0.9639920332645414
