x,y
0.23888313817140705,0.7664719500970257
0.9936601906609728,0.6602165754142414
0.5933975403874409,0.5329664301208722
0.11169833528947337,0.07943488354119521
0.16186274917118593,0.449756056124912
0.3522739416736451,0.7419926060637002
0.12984854554832848,0.40485860838288623
0.8164173720365007,0.018749620455986604
0.8012166074149972,0.8293172087346866
0.734432238778578,0.30744330757718497
0.04402503467725416,0.9699366884412001
0.746061229611279,0.6121024616269496
0.8658091000875999,0.9501567084799447
0.5643770589840468,0.7500291674742202
0.45823484744647336,0.7093014729616671
0.5142739425305708,0.36887489114193306
0.14194201535246087,0.9465800215852275
0.7303798796727377,0.3205936377777854
0.3894634039772886,0.1385926064212537
0.24940593167920955,0.7095638495512581
0.5074278088003463,0.547732633120174
0.8383933334017849,0.10892785438694208
0.6188242556588467,0.8937553085057441
0.16301537371727193,0.022205936692091588
0.3019252490574007,0.021918045196414493
0.8190353037346624,0.6564996206170993
0.6145375507485614,0.46847962726634906
0.8252178828830281,0.46910666738950446
0.2605685072777314,0.2979784768757583
0.4074367959821651,0.751128263059653
0.34046748134182225,0.9665930835107995
0.29141551310600833,0.7196562559381441
0.46792077387196296,0.2520199586917641
0.2654850098619822,0.20438662891132064
0.03225009494832476,0.48268840119366274
0.47493639009303734,0.03501297686007032
0.03928404089148385,0.39776281805750324
0.7659923444570681,0.6625112741313652
0.27304273842835913,0.9742672176332028
0.41011625697305776,0.3804356150955901
