x,y
0.4863960365623051,0.46879897279012284
0.7083233063746948,0.7516021637310893
0.9509261673491052,0.7386812075492023
0.3003532506141745,0.4910458668581227
0.9745454810016727,0.6310372301906911
0.48500980561723617,0.1078934029403753
0.9299910131973637,0.8581517606182286
0.4956668420214545,0.06680237567328395
0.9281372680095445,0.313617733238455
0.46888683241830587,0.09387573195978327
0.5171393211338063,0.22614959438669402
0.7942927124143283,0.5224672722838047
0.6917384364942691,0.8965769674048256
0.6402790964128485,0.2510525191098194
0.056632813472273225,0.018415509293421284
0.7128443419299357,0.9683468060829222
0.2036363799623836,0.743544447294482
0.723770435130291,0.7901102309550484
0.23441891194416276,0.7219033025636137
0.6195727025716538,0.3475870336154069
0.8889406717219307,0.3177525338718118
0.35408677434502955,0.6692846895315662
0.924265957864608,0.0849266512229696
0.8752555699566252,0.9058059059397056
0.22925924642405415,0.3696402407097562
0.04062432061348942,0.06170440072931205
0.6577385664029354,0.6017904520026182
0.3762472121821766,0.4188432195792622
0.7159809637927846,0.4343327556907628
0.9501538206860966,0.2624922416059955
0.05004484464674397,0.39518859974696896
0.14422011192597584,0.8544092587664356
0.1441950641997778,0.1272776334544592
0.7772324414635288,0.33640658951843894
0.7637860445836514,0.6096489379643143
0.8571299047829113,0.39341375016926894
0.45427917685546626,0.9763189454374974
0.22185450006635588,0.05680329260682193
0.8426407457684928,0.6793069086468584
0.4659345715553539,0.9867562334760119
